"id";"lang";"label"
"Q854";"fr";"Sri Lanka"
"Q854";"fr";"Ceylan"
"Q854";"fr";"Taprobane"
"Q854";"fr";"Serendib"
"Q854";"fr";"LK"
"Q854";"fr";"la République socialiste démocratique de Sri Lanka"
"Q854";"fr";"île de Ceylan"
"Q3909";"fr";"Maseru"
"Q1013";"fr";"Lesotho"
"Q1013";"fr";"LS"
"Q1013";"fr";"le Royaume du Lesotho"
"Q216";"fr";"Vilnius"
"Q216";"fr";"Vilna"
"Q216";"fr";"Wilna"
"Q216";"fr";"Wilno"
"Q216";"fr";"Wilnjus"
"Q216";"fr";"Wilnja"
"Q216";"fr";"Wilne"
"Q37";"fr";"Lituanie"
"Q37";"fr";"Lithuanie"
"Q37";"fr";"LT"
"Q37";"fr";"la République de Lituanie"
"Q1842";"fr";"Luxembourg"
"Q1842";"fr";"Ville de Luxembourg"
"Q1842";"fr";"Luxembourg-Ville"
"Q32";"fr";"Luxembourg"
"Q32";"fr";"Grand-Duché de Luxembourg"
"Q32";"fr";"Grand-duché de Luxembourg"
"Q32";"fr";"grand-duché de Luxembourg"
"Q32";"fr";"LUX"
"Q32";"fr";"LU"
"Q32";"fr";"<U+0001F1F1><U+0001F1FA>"
"Q32";"fr";"le Grand-Duché de Luxembourg"
"Q32";"fr";"Lux."
"Q1773";"fr";"Riga"
"Q211";"fr";"Lettonie"
"Q211";"fr";"LV"
"Q211";"fr";"la République de Lettonie"
"Q3551";"fr";"Rabat"
"Q1028";"fr";"Maroc"
"Q1028";"fr";"Royaume du Maroc"
"Q1028";"fr";"ma"
"Q1028";"fr";"MA"
"Q1028";"fr";"le Royaume du Maroc"
"Q55115";"fr";"Monaco-Ville"
"Q235";"fr";"Monaco"
"Q235";"fr";"Principauté de Monaco"
"Q235";"fr";"MON"
"Q235";"fr";"mc"
"Q235";"fr";"Fort-Hercule"
"Q235";"fr";"Monaco (rattachée au District de Menton en 1793)"
"Q235";"fr";"MC"
"Q235";"fr";"la Principauté de Monaco"
"Q21197";"fr";"Chi<U+0219>inau"
"Q21197";"fr";"<U+041A><U+0438><U+0448><U+0438><U+043D><U+0451><U+0432>"
"Q21197";"fr";"Kishinew"
"Q21197";"fr";"Chisinau"
"Q21197";"fr";"Kichiniov"
"Q21197";"fr";"Kishinev"
"Q21197";"fr";"Capitale de la Moldavie"
"Q21197";"fr";"Chisinau"
"Q21197";"fr";"Kischinev"
"Q21197";"fr";"Kishinyov"
"Q21197";"fr";"Kichinev"
"Q21197";"fr";"Chisinau"
"Q21197";"fr";"Chisinau"
"Q217";"fr";"Moldavie"
"Q217";"fr";"Moldova"
"Q217";"fr";"République de Moldavie"
"Q217";"fr";"République de Moldova"
"Q217";"fr";"md"
"Q217";"fr";"MD"
"Q217";"fr";"la République de Moldavie"
"Q3915";"fr";"Antananarivo"
"Q3915";"fr";"Tananarive"
"Q3915";"fr";"Iarivo"
"Q1019";"fr";"Madagascar"
"Q1019";"fr";"MG"
"Q1019";"fr";"la République de Madagascar"
"Q9347";"fr";"Malé"
"Q826";"fr";"Maldives"
"Q826";"fr";"îles Maldives"
"Q826";"fr";"MV"
"Q826";"fr";"la République des Maldives"
"Q1489";"fr";"Mexico"
"Q1489";"fr";"ville de Mexico"
"Q1489";"fr";"Ciudad de México"
"Q1489";"fr";"Mexico City"
"Q1489";"fr";"Cité du Mexique"
"Q1489";"fr";"Cité de Mexico"
"Q96";"fr";"Mexique"
"Q96";"fr";"États-Unis mexicains"
"Q96";"fr";"États-Unis du Mexique"
"Q96";"fr";"MX"
"Q96";"fr";"Mex."
"Q96";"fr";"<U+0001F1F2><U+0001F1FD>"
"Q12919";"fr";"Majuro"
"Q709";"fr";"Îles Marshall"
"Q709";"fr";"république des Îles Marshall"
"Q709";"fr";"Marshall"
"Q709";"fr";"MH"
"Q709";"fr";"la République des Îles Marshall"
"Q384";"fr";"Skopje"
"Q384";"fr";"Skopié"
"Q221";"fr";"Macédoine du Nord"
"Q221";"fr";"ARYM"
"Q221";"fr";"FYROM"
"Q221";"fr";"L'Ancienne République yougoslave de Macédoine"
"Q221";"fr";"L'ex-République yougoslave de Macédoine"
"Q221";"fr";"Macédoine"
"Q221";"fr";"République de Macédoine"
"Q221";"fr";"mk"
"Q221";"fr";"Macédoine Du Nord"
"Q221";"fr";"MK"
"Q221";"fr";"la République de Macédoine du Nord"
"Q3703";"fr";"Bamako"
"Q912";"fr";"Mali"
"Q912";"fr";"République du Mali"
"Q912";"fr";"ML"
"Q912";"fr";"la République du Mali"
"Q23800";"fr";"La Valette"
"Q23800";"fr";"Valletta"
"Q23800";"fr";"Citta' Umilissima"
"Q23800";"fr";"La Vallette"
"Q23800";"fr";"Il-Belt"
"Q23800";"fr";"Ville de la Valette"
"Q23800";"fr";"Citta Umilissima"
"Q233";"fr";"Malte"
"Q233";"fr";"MT"
"Q233";"fr";"la République de Malte"
"Q37400";"fr";"Naypyidaw"
"Q37400";"fr";"Nay Pyi Daw"
"Q37400";"fr";"Pyinmana"
"Q37400";"fr";"Naypidaw"
"Q37400";"fr";"<U+1014><U+1031><U+1015><U+103C><U+100A><U+103A><U+1010><U+1031><U+102C><U+103A>"
"Q836";"fr";"Birmanie"
"Q836";"fr";"République de l'Union du Myanmar"
"Q836";"fr";"Myanmar"
"Q836";"fr";"MM"
"Q836";"fr";"La République de l’Union de Birmanie"
"Q23564";"fr";"Podgorica"
"Q23564";"fr";"Titograd"
"Q23564";"fr";"Pogdorica"
"Q23564";"fr";"Podgorica"
"Q236";"fr";"Monténégro"
"Q236";"fr";"Montenegro"
"Q236";"fr";"ME"
"Q236";"fr";"le Monténégro"
"Q236";"fr";"Montén."
"Q23430";"fr";"Oulan-Bator"
"Q23430";"fr";"Ulaanbaatar"
"Q23430";"fr";"<U+0423><U+043B><U+0430><U+0430><U+043D><U+0431><U+0430><U+0430><U+0442><U+0430><U+0440>"
"Q23430";"fr";"Ourga"
"Q23430";"fr";"Oulan Bator"
"Q23430";"fr";"Ulan-Bator"
"Q23430";"fr";"Ulaan Baatar"
"Q23430";"fr";"Örgöö"
"Q23430";"fr";"Nomyn khüree"
"Q23430";"fr";"Ikh khüree"
"Q23430";"fr";"Niislel khüree"
"Q23430";"fr";"Oulan-bator"
"Q711";"fr";"Mongolie"
"Q711";"fr";"MN"
"Q711";"fr";"MNG"
"Q711";"fr";"MGL"
"Q711";"fr";"Mongol uls"
"Q711";"fr";"Mongolie-extérieure"
"Q3889";"fr";"Maputo"
"Q3889";"fr";"Lourenço Marques"
"Q1029";"fr";"Mozambique"
"Q1029";"fr";"république du Mozambique"
"Q1029";"fr";"MZ"
"Q1029";"fr";"la République du Mozambique"
"Q1029";"fr";"Moz."
"Q3688";"fr";"Nouakchott"
"Q1025";"fr";"Mauritanie"
"Q1025";"fr";"République islamique de Mauritanie"
"Q1025";"fr";"MR"
"Q1025";"fr";"la République islamique de Mauritanie"
"Q3929";"fr";"Port-Louis"
"Q3929";"fr";"Port-louis"
"Q1027";"fr";"Maurice"
"Q1027";"fr";"République de Maurice"
"Q1027";"fr";"île Maurice"
"Q1027";"fr";"MU"
"Q1027";"fr";"la République de Maurice"
"Q3876";"fr";"Lilongwe"
"Q1020";"fr";"Malawi"
"Q1020";"fr";"République du Malawi"
"Q1020";"fr";"MW"
"Q1020";"fr";"la République du Malawi"
"Q1865";"fr";"Kuala Lumpur"
"Q833";"fr";"Malaisie"
"Q833";"fr";"MAS"
"Q833";"fr";"MY"
"Q833";"fr";"my"
"Q833";"fr";"Fédération de Malaisie"
"Q833";"fr";"Fédération malaise"
"Q833";"fr";"MYS"
"Q3935";"fr";"Windhoek"
"Q1030";"fr";"Namibie"
"Q1030";"fr";"République de Namibie"
"Q1030";"fr";"NA"
"Q1030";"fr";"la République de Namibie"
"Q3674";"fr";"Niamey"
"Q3674";"fr";"Ville de Niamey"
"Q1032";"fr";"Niger"
"Q1032";"fr";"République du Niger"
"Q1032";"fr";"NIG"
"Q1032";"fr";"NE"
"Q1032";"fr";"ne"
"Q1032";"fr";"<U+0001F1F3><U+0001F1EA>"
"Q1032";"fr";"la République du Niger"
"Q3787";"fr";"Abuja"
"Q1033";"fr";"Nigeria"
"Q1033";"fr";"Nigéria"
"Q1033";"fr";"NGR"
"Q1033";"fr";"NGA"
"Q1033";"fr";"NG"
"Q1033";"fr";"ng"
"Q1033";"fr";"<U+0001F1F3><U+0001F1EC>"
"Q1033";"fr";"RFN"
"Q1033";"fr";"République fédérale du Nigeria"
"Q1033";"fr";"République fédérale du Nigéria"
"Q1033";"fr";"République fédérale nigériane"
"Q1033";"fr";"la République fédérale du Nigéria"
"Q3274";"fr";"Managua"
"Q811";"fr";"Nicaragua"
"Q811";"fr";"République du Nicaragua"
"Q811";"fr";"République nicaraguayenne"
"Q811";"fr";"NI"
"Q811";"fr";"ni"
"Q811";"fr";"<U+0001F1F3><U+0001F1EE>"
"Q811";"fr";"NIC"
"Q811";"fr";"NCA"
"Q811";"fr";"la République du Nicaragua"
"Q727";"fr";"Amsterdam"
"Q29999";"fr";"Royaume des Pays-Bas"
"Q29999";"fr";"NL"
"Q29999";"fr";"royaume des Pays Bas"
"Q29999";"fr";"Pays-Bas"
"Q585";"fr";"Oslo"
"Q585";"fr";"Christiania"
"Q585";"fr";"Kristiania"
"Q20";"fr";"Norvège"
"Q20";"fr";"Royaume de Norvège"
"Q20";"fr";"<U+0001F1F3><U+0001F1F4>"
"Q20";"fr";"NO"
"Q20";"fr";"NOR"
"Q20";"fr";"le Royaume de Norvège"
"Q20";"fr";"Norv."
"Q3037";"fr";"Katmandou"
"Q837";"fr";"Népal"
"Q837";"fr";"République démocratique fédérale du Népal"
"Q837";"fr";"NPL"
"Q837";"fr";"NP"
"Q837";"fr";"np"
"Q837";"fr";"<U+0001F1F3><U+0001F1F5>"
"Q837";"fr";"NEP"
"Q837";"fr";"la République démocratique fédérale du Népal"
"Q31026";"fr";"Yaren"
"Q31026";"fr";"Makwa"
"Q31026";"fr";"Jarren"
"Q697";"fr";"Nauru"
"Q697";"fr";"NR"
"Q697";"fr";"la République de Nauru"
"Q23661";"fr";"Wellington"
"Q23661";"fr";"Wellington District"
"Q23661";"fr";"Wellington City"
"Q23661";"fr";"District de Wellington"
"Q664";"fr";"Nouvelle-Zélande"
"Q664";"fr";"Nouvelle-zélande"
"Q664";"fr";"NZ"
"Q664";"fr";"la Nouvelle-Zélande"
"Q664";"fr";"Aotearoa"
"Q3826";"fr";"Mascate"
"Q3826";"fr";"Muscat"
"Q3826";"fr";"Masqat"
"Q842";"fr";"Oman"
"Q842";"fr";"Sultanat d’Oman"
"Q842";"fr";"OMA"
"Q842";"fr";"OM"
"Q842";"fr";"om"
"Q842";"fr";"<U+0001F1F4><U+0001F1F2>"
"Q842";"fr";"le Sultanat d’Oman"
"Q79863";"fr";"Tskhinvali"
"Q79863";"fr";"Tskhinval"
"Q79863";"fr";"Staliniri"
"Q79863";"fr";"<U+0426><U+0445><U+0438><U+043D><U+0432><U+0430><U+043B>"
"Q79863";"fr";"Chreba"
"Q79863";"fr";"<U+10EA><U+10EE><U+10D8><U+10DC><U+10D5><U+10D0><U+10DA><U+10D8>"
"Q79863";"fr";"Tshinvali"
"Q23427";"fr";"Ossétie du Sud-Alanie"
"Q23427";"fr";"Ossétie-du-Sud"
"Q23427";"fr";"République d'Ossétie du Sud"
"Q23427";"fr";"<U+10E1><U+10D0><U+10DB><U+10EE><U+10E0><U+10D4><U+10D7><U+10D8> <U+10DD><U+10E1><U+10D4><U+10D7><U+10D8><U+10D0>"
"Q23427";"fr";"<U+10E1><U+10D0><U+10DB><U+10EE><U+10E0><U+10D4><U+10D7> <U+10DD><U+10E1><U+10D4><U+10D7><U+10D8>"
"Q23427";"fr";"<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+042E><U+0436><U+043D><U+0430><U+044F> <U+041E><U+0441><U+0435><U+0442><U+0438><U+044F>"
"Q23427";"fr";"<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A>æ <U+0425><U+0443><U+0441><U+0441><U+0430><U+0440> <U+0418><U+0440><U+044B><U+0441><U+0442><U+043E><U+043D>"
"Q23427";"fr";"Ossetie-du-Sud"
"Q23427";"fr";"<U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+04D5> <U+0425><U+0443><U+0441><U+0441><U+0430><U+0440> <U+0418><U+0440><U+044B><U+0441><U+0442><U+043E><U+043D>"
"Q1362";"fr";"Islamabad"
"Q843";"fr";"Pakistan"
"Q843";"fr";"République islamique du Pakistan"
"Q843";"fr";"PAK"
"Q843";"fr";"PK"
"Q843";"fr";"pk"
"Q843";"fr";"<U+0001F1F5><U+0001F1F0>"
"Q843";"fr";"la République islamique du Pakistan"
"Q3306";"fr";"Panama"
"Q804";"fr";"Panama"
"Q804";"fr";"République de Panama"
"Q804";"fr";"PAN"
"Q804";"fr";"PA"
"Q804";"fr";"pa"
"Q804";"fr";"<U+0001F1F5><U+0001F1E6>"
"Q804";"fr";"PM"
"Q804";"fr";"la République du Panama"
"Q2868";"fr";"Lima"
"Q419";"fr";"Pérou"
"Q419";"fr";"République du Pérou"
"Q419";"fr";"PER"
"Q419";"fr";"PE"
"Q419";"fr";"pe"
"Q419";"fr";"<U+0001F1F5><U+0001F1EA>"
"Q1461";"fr";"Manille"
"Q1461";"fr";"Ville de Manille"
"Q928";"fr";"Philippines"
"Q928";"fr";"République des Philippines"
"Q928";"fr";"Îles Philippines"
"Q928";"fr";"PHL"
"Q928";"fr";"PH"
"Q928";"fr";"<U+0001F1F5><U+0001F1ED>"
"Q928";"fr";"PHI"
"Q928";"fr";"RP"
"Q928";"fr";"ph"
"Q928";"fr";"la République des Philippines"
"Q928";"fr";"Phil."
"Q515229";"fr";"Ngerulmud"
"Q695";"fr";"Palaos"
"Q695";"fr";"Palau"
"Q695";"fr";"Belau"
"Q695";"fr";"PW"
"Q695";"fr";"la République des Palaos"
"Q36526";"fr";"Port Moresby"
"Q36526";"fr";"Port-Moresby"
"Q36526";"fr";"Pot Mosbi"
"Q691";"fr";"Papouasie-Nouvelle-Guinée"
"Q691";"fr";"État indépendant de Papouasie-Nouvelle-Guinée"
"Q691";"fr";"PNG"
"Q691";"fr";"pg"
"Q691";"fr";"Papouasie-nouvelle- Guinée"
"Q691";"fr";"PG"
"Q691";"fr";"l’État indépendant de Papouasie- Nouvelle-Guinée"
"Q691";"fr";"<U+0001F1F5><U+0001F1EC>"
"Q270";"fr";"Varsovie"
"Q36";"fr";"Pologne"
"Q36";"fr";"République de Pologne"
"Q36";"fr";"République polonaise"
"Q36";"fr";"PL"
"Q36";"fr";"POL"
"Q36";"fr";"la République de Pologne"
"Q36";"fr";"Pol."
"Q18808";"fr";"Pyongyang"
"Q18808";"fr";"P'yongyang"
"Q18808";"fr";"Phyongyang"
"Q18808";"fr";"Pyeongyang"
"Q423";"fr";"Corée du Nord"
"Q423";"fr";"République populaire démocratique de Corée"
"Q423";"fr";"RPDC"
"Q423";"fr";"PRK"
"Q423";"fr";"kp"
"Q423";"fr";"<U+0001F1F0><U+0001F1F5>"
"Q423";"fr";"République populaire de Corée"
"Q423";"fr";"Corée Du Nord"
"Q423";"fr";"KP"
"Q423";"fr";"la République populaire démocratique de Corée"
"Q597";"fr";"Lisbonne"
"Q597";"fr";"Lisboa"
"Q45";"fr";"Portugal"
"Q45";"fr";"PT"
"Q45";"fr";"la République portugaise"
"Q2933";"fr";"Asuncion"
"Q2933";"fr";"Assomption"
"Q2933";"fr";"La Muy Noble y Leal Ciudad de Nuestra Señora Santa María de la Asunción"
"Q2933";"fr";"Asunción"
"Q733";"fr";"Paraguay"
"Q733";"fr";"République du Paraguay"
"Q733";"fr";"PAR"
"Q733";"fr";"PY"
"Q733";"fr";"py"
"Q733";"fr";"<U+0001F1F5><U+0001F1FE>"
"Q733";"fr";"Cœur de l’Amérique du Sud"
"Q733";"fr";"la République du Paraguay"
"Q158119";"fr";"Ramallah"
"Q47492";"fr";"Gaza"
"Q47492";"fr";"'Azza"
"Q47492";"fr";"ville de Gaza"
"Q47492";"fr";"Gaza City"
"Q407199";"fr";"Territoires palestiniens"
"Q407199";"fr";"Territoires palestiniens occupés"
"Q407199";"fr";"TPO"
"Q407199";"fr";"Cisjordanie et Gaza"
"Q407199";"fr";"Territoire palestinien occupé"
"Q36678";"fr";"Cisjordanie"
"Q36678";"fr";"Cisjordanie occupée"
"Q36678";"fr";"Judée et Samarie"
"Q36678";"fr";"Judée-Samarie"
"Q39760";"fr";"bande de Gaza"
"Q3861";"fr";"Doha"
"Q846";"fr";"Qatar"
"Q846";"fr";"Katar"
"Q846";"fr";"QA"
"Q846";"fr";"l’État du Qatar"
"Q846";"fr";"Qa."
"Q19660";"fr";"Bucarest"
"Q19660";"fr";"Bucharest"
"Q19660";"fr";"Capitale de la Roumanie"
"Q19660";"fr";"Municipalité de Bucarest"
"Q19660";"fr";"Bucuresti"
"Q218";"fr";"Roumanie"
"Q218";"fr";"RO"
"Q218";"fr";"la Roumanie"
"Q218";"fr";"Roum."
"Q649";"fr";"Moscou"
"Q159";"fr";"Russie"
"Q159";"fr";"RU"
"Q159";"fr";"ru"
"Q159";"fr";"Rus."
"Q159";"fr";"Fédération de Russie"
"Q3859";"fr";"Kigali"
"Q1037";"fr";"Rwanda"
"Q1037";"fr";"République Rwandaise"
"Q1037";"fr";"RW"
"Q1037";"fr";"la République du Rwanda"
"Q3692";"fr";"Riyad"
"Q3692";"fr";"ar-Riya<U+1E0D>"
"Q851";"fr";"Arabie saoudite"
"Q851";"fr";"Royaume d’Arabie saoudite"
"Q851";"fr";"Arabie Saoudite"
"Q851";"fr";"Arabie séoudite"
"Q851";"fr";"Arabie Séoudite"
"Q851";"fr";"SA"
"Q851";"fr";"le Royaume d’Arabie saoudite"
"Q1963";"fr";"Khartoum"
"Q1049";"fr";"Soudan"
"Q1049";"fr";"SD"
"Q1049";"fr";"la République du Soudan"
"Q3718";"fr";"Dakar"
"Q1041";"fr";"Sénégal"
"Q1041";"fr";"république du Sénégal"
"Q1041";"fr";"SN"
"Q1041";"fr";"la République du Sénégal"
"Q1041";"fr";"Sén."
"Q334";"fr";"Singapour"
"Q334";"fr";"SG"
"Q334";"fr";"République de Singapour"
"Q334";"fr";"Singapour"
"Q334";"fr";"SG"
"Q334";"fr";"République de Singapour"
"Q40921";"fr";"Honiara"
"Q685";"fr";"Îles Salomon"
"Q685";"fr";"îles Salomon"
"Q685";"fr";"Salomon"
"Q685";"fr";"SB"
"Q685";"fr";"les Îles Salomon"
"Q3780";"fr";"Freetown"
"Q1044";"fr";"Sierra Leone"
"Q1044";"fr";"SL"
"Q1044";"fr";"la République de Sierra Leone"
"Q3110";"fr";"San Salvador"
"Q792";"fr";"Salvador"
"Q792";"fr";"El Salvador"
"Q792";"fr";"SV"
"Q792";"fr";"la République du Salvador"
"Q1848";"fr";"Saint-Marin"
"Q238";"fr";"Saint-Marin"
"Q238";"fr";"République de Saint-Marin"
"Q238";"fr";"Saint-marin"
"Q238";"fr";"SM"
"Q238";"fr";"la République de Saint-Marin"
"Q2449";"fr";"Mogadiscio"
"Q1045";"fr";"Somalie"
"Q1045";"fr";"SO"
"Q1045";"fr";"la République fédérale de Somalie"
"Q3711";"fr";"Belgrade"
"Q403";"fr";"Serbie"
"Q403";"fr";"RS"
"Q403";"fr";"la République de Serbie"
"Q1947";"fr";"Djouba"
"Q958";"fr";"Soudan du Sud"
"Q958";"fr";"République du Soudan du Sud"
"Q958";"fr";"Sud-Soudan"
"Q958";"fr";"Soudan Du Sud"
"Q958";"fr";"SS"
"Q958";"fr";"la République du Soudan du Sud"
"Q3932";"fr";"São Tomé"
"Q3932";"fr";"Saint-Thomas"
"Q3932";"fr";"Sao Tomé"
"Q1039";"fr";"Sao Tomé-et-Principe"
"Q1039";"fr";"São Tomé et Príncipe"
"Q1039";"fr";"São Tomé e Príncipe"
"Q1039";"fr";"Saint-Thomas-et-Prince"
"Q1039";"fr";"Saint-Thomas-et-Île-du-Prince"
"Q1039";"fr";"ST"
"Q1039";"fr";"la République démocratique de Sao Tomé-et-Principe"
"Q1039";"fr";"Sao Tomé-et-principe"
"Q1039";"fr";"Sao Tomé-et-Pr."
"Q3001";"fr";"Paramaribo"
"Q730";"fr";"Suriname"
"Q730";"fr";"Surinam"
"Q730";"fr";"SR"
"Q730";"fr";"République du Suriname"
"Q730";"fr";"République du Surinam"
"Q1780";"fr";"Bratislava"
"Q1780";"fr";"Presbourg"
"Q1780";"fr";"Pozsony (hu)"
"Q1780";"fr";"Posonie"
"Q214";"fr";"Slovaquie"
"Q214";"fr";"République slovaque"
"Q214";"fr";"SK"
"Q214";"fr";"la République slovaque"
"Q437";"fr";"Ljubljana"
"Q437";"fr";"Lioubiana"
"Q437";"fr";"Lioubliana"
"Q437";"fr";"Loubiana"
"Q437";"fr";"Laibach"
"Q437";"fr";"Laybach"
"Q437";"fr";"Aemona"
"Q215";"fr";"Slovénie"
"Q215";"fr";"République de Slovénie"
"Q215";"fr";"SI"
"Q215";"fr";"la République de Slovénie"
"Q1754";"fr";"Stockholm"
"Q1754";"fr";"STHLM"
"Q34";"fr";"Suède"
"Q34";"fr";"SE"
"Q34";"fr";"le Royaume de Suède"
"Q3904";"fr";"Mbabane"
"Q1050";"fr";"Eswatini"
"Q1050";"fr";"<U+0001F1F8><U+0001F1FF>"
"Q1050";"fr";"SWZ"
"Q1050";"fr";"sz"
"Q1050";"fr";"Royaume d'Eswatini"
"Q1050";"fr";"Ngwané"
"Q1050";"fr";"Royaume du Swaziland"
"Q1050";"fr";"SZ"
"Q3940";"fr";"Victoria"
"Q1042";"fr";"Seychelles"
"Q1042";"fr";"République des Seychelles"
"Q1042";"fr";"Repiblik Sesel"
"Q1042";"fr";"<U+0001F1F8><U+0001F1E8>"
"Q1042";"fr";"sc"
"Q1042";"fr";"SEY"
"Q1042";"fr";"SC"
"Q1042";"fr";"la République des Seychelles"
"Q3766";"fr";"Damas"
"Q3766";"fr";"Dimashq ach-Cham"
"Q3766";"fr";"Dimashq"
"Q858";"fr";"Syrie"
"Q858";"fr";"République arabe syrienne"
"Q858";"fr";"SY"
"Q3659";"fr";"N'Djaména"
"Q3659";"fr";"Ndjamena"
"Q657";"fr";"Tchad"
"Q657";"fr";"République du Tchad"
"Q657";"fr";"TD"
"Q657";"fr";"la République du Tchad"
"Q3792";"fr";"Lomé"
"Q945";"fr";"Togo"
"Q945";"fr";"République togolaise"
"Q945";"fr";"TG"
"Q945";"fr";"la République togolaise"
"Q1861";"fr";"Bangkok"
"Q1861";"fr";"Krung Thep"
"Q1861";"fr";"Krungthepmahanakhon Amonrattanakosin Mahintharayutthaya Mahadilokphop Noppharatratchathaniburirom Udomratchaniwetmahasathan Amonphimanawatansathit Sakkathattiyawitsanukamprasit"
"Q1861";"fr";"Krung Thep Maha Nakhon"
"Q869";"fr";"Thaïlande"
"Q869";"fr";"Royaume de Thaïlande"
"Q869";"fr";"Thailande"
"Q869";"fr";"Royaume de Thailande"
"Q869";"fr";"Siam"
"Q869";"fr";"<U+0001F1F9><U+0001F1ED>"
"Q869";"fr";"th"
"Q869";"fr";"THA"
"Q869";"fr";"Thaïl."
"Q869";"fr";"Thaïl"
"Q9365";"fr";"Douchanbé"
"Q9365";"fr";"Stalinabad"
"Q863";"fr";"Tadjikistan"
"Q863";"fr";"TJ"
"Q863";"fr";"la République du Tadjikistan"
"Q23438";"fr";"Achgabat"
"Q23438";"fr";"Ashgabad"
"Q23438";"fr";"Poltoratsk"
"Q23438";"fr";"Ashgabat"
"Q23438";"fr";"Achkabad"
"Q23438";"fr";"Achgabad"
"Q23438";"fr";"Ashkhabad"
"Q23438";"fr";"Ashkabad"
"Q23438";"fr";"Achkhabad"
"Q23438";"fr";"Asgabat"
"Q874";"fr";"Turkménistan"
"Q874";"fr";"Turkménie"
"Q9310";"fr";"Dili"
"Q574";"fr";"Timor oriental"
"Q574";"fr";"Timor-Oriental"
"Q574";"fr";"Timor-Leste"
"Q574";"fr";"République démocratique du Timor oriental"
"Q574";"fr";"République démocratique du Timor-Oriental"
"Q574";"fr";"République démocratique du Timor-Leste"
"Q574";"fr";"Timor Oriental"
"Q574";"fr";"TL"
"Q574";"fr";"la République démocratique du Timor oriental"
"Q38834";"fr";"Nuku<U+02BB>alofa"
"Q38834";"fr";"Nukualofa"
"Q38834";"fr";"Nuku'alofa"
"Q38834";"fr";"Nuku’alofa"
"Q678";"fr";"Tonga"
"Q678";"fr";"TO"
"Q678";"fr";"le Royaume des Tonga"
"Q39178";"fr";"Port-d'Espagne"
"Q39178";"fr";"Port d'Espagne"
"Q39178";"fr";"Port-of-Spain"
"Q39178";"fr";"Port of Spain"
"Q39178";"fr";"TTPP"
"Q39178";"fr";"Port-d’espagne"
"Q754";"fr";"Trinité-et-Tobago"
"Q754";"fr";"République de Trinité-et-Tobago"
"Q754";"fr";"Trinidad and Tobago"
"Q754";"fr";"Trinité et Tobago"
"Q754";"fr";"<U+0001F1F9><U+0001F1F9>"
"Q754";"fr";"Trinité-et-tobago"
"Q754";"fr";"TT"
"Q754";"fr";"la République de Trinité-et-Tobago"
"Q3572";"fr";"Tunis"
"Q948";"fr";"Tunisie"
"Q948";"fr";"TN"
"Q948";"fr";"Tun."
"Q948";"fr";"République tunisienne"
"Q3640";"fr";"Ankara"
"Q3640";"fr";"Ankara"
"Q43";"fr";"Turquie"
"Q43";"fr";"République de Turquie"
"Q43";"fr";"République turque"
"Q43";"fr";"tr"
"Q43";"fr";"TR"
"Q43";"fr";"la République de Turquie"
"Q43";"fr";"Turq."
"Q34126";"fr";"Funafuti"
"Q34126";"fr";"Vaiaku"
"Q672";"fr";"Tuvalu"
"Q672";"fr";"État des Tuvalu"
"Q672";"fr";"TV"
"Q672";"fr";"les Tuvalu"
"Q1867";"fr";"Taipei"
"Q1867";"fr";"Taibei"
"Q865";"fr";"Taïwan"
"Q865";"fr";"Chine nationaliste"
"Q865";"fr";"RDC"
"Q865";"fr";"république de Chine"
"Q865";"fr";"république nationaliste de Chine"
"Q865";"fr";"<U+0001F1F9><U+0001F1FC>"
"Q865";"fr";"Taiwan"
"Q865";"fr";"TW"
"Q3866";"fr";"Dodoma"
"Q924";"fr";"Tanzanie"
"Q924";"fr";"République unie de Tanzanie"
"Q924";"fr";"République-unie de Tanzanie"
"Q924";"fr";"TZ"
"Q924";"fr";"la République unie de Tanzanie"
"Q3894";"fr";"Kampala"
"Q1036";"fr";"Ouganda"
"Q1036";"fr";"UG"
"Q1036";"fr";"République d'Ouganda"
"Q1899";"fr";"Kiev"
"Q1899";"fr";"<U+041A><U+0438><U+0457><U+0432>"
"Q1899";"fr";"Kyiv"
"Q212";"fr";"Ukraine"
"Q212";"fr";"UA"
"Q212";"fr";"Ukr."
"Q1335";"fr";"Montevideo"
"Q1335";"fr";"San Felipe y Santiago de Montevideo"
"Q77";"fr";"Uruguay"
"Q77";"fr";"UY"
"Q77";"fr";"la République orientale de l’Uruguay"
"Q61";"fr";"Washington"
"Q61";"fr";"Washington, district de Columbia"
"Q61";"fr";"Washington D.C."
"Q61";"fr";"Washington DC"
"Q61";"fr";"Washington, D.C."
"Q30";"fr";"États-Unis"
"Q30";"fr";"USA"
"Q30";"fr";"US"
"Q30";"fr";"Les États"
"Q30";"fr";"Oncle Sam"
"Q30";"fr";"Amérique"
"Q30";"fr";"Etats-Unis"
"Q30";"fr";"States"
"Q30";"fr";"États-Unis d'Amérique"
"Q30";"fr";"pays de l'Oncle Sam"
"Q30";"fr";"les États-Unis d’Amérique"
"Q30";"fr";"États-unis"
"Q30";"fr";"É.-U."
